Pořadové číslo;Politický subjekt;Datum publikování;Datum sběru;Odkaz na zdroj;Typ vizualizace;Manipulace osou;;;Porušení konvence;;Chybějící prvky;;;;Přebývající a zmatečné prvky;;
;;;;;;Podseknutá osa;Dvojitá osa;Převrácená osa;Nevhodné řazení;Nevhodné barvy;Chybějící osa či její popis;Neuvedení zdroje;Chybějící název (téma);Absence legendy;3D efekt;Nevhodná vizualizace;Zmatečná vizualizace
309;SPD;09.06.2019;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/2444472632250234/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
310;SPD;12.06.2020;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/3241597045871118/?type=3 ;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
311;SPD;18.04.2021;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/4122523164445164/?type=3 ;Sloupcový;M;N;N;N;N;Y;N;N;Y;N ;N;M
312;SPD;12.09.2021;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/4553457548018388/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;Y;N;Y
313;SPD;26.09.2021;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/4599257750105034/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
314;SPD;21.08.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5617460468284752/?type=3 ;Sloupcový;N;N;N;N;N;N;Y;N;Y;N;N;N
315;SPD;11.09.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5676133712417427/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
316;SPD;11.09.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5676562272374571/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
317;SPD;13.09.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5681866795177452/?type=3 ;Liniový;X;X;X;X;X;X;X;X;X;X;X;X
318;SPD;18.09.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5695279383836193/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
319;SPD;18.09.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5696453367052128/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
320;SPD;22.09.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5707032855994179/?type=3 ;Liniový;X;X;X;X;X;X;X;X;X;X;X;X
321;SPD;09.10.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5758496740847790/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
322;SPD;11.10.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5765062160191248/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
323;SPD;12.10.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5767713253259472/?type=3 ;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
324;SPD;08.11.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5848142925216504/?type=3 ;Liniový;X;X;X;X;X;X;X;X;X;X;X;X
325;SPD;15.12.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5868363896527740/?type=3;Sloupcový;N;N;N;N;N;Y;Y;Y;N;N;N;N
326;SPD;11.12.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/5950768014953994/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
327;SPD;31.12.2022;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/6013161088714686/?type=3 ;Geovizualizace;X;X;X;X;N;X;N;N;N;N;N;N
328;SPD;04.02.2023;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/6121337914563669/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;Y;Y;N;N;Y
329;SPD;05.05.2023;25.11.2023;https://www.facebook.com/photo.php?fbid=804870584330104&set=pb.100044215100797.-2207520000&type=3 ;Koláčový;X;X;X;N;N;X;N;M;N;N;N;Y
330;SPD;06.06.2023;25.11.2023;https://www.facebook.com/photo.php?fbid=822255999258229&set=pb.100044215100797.-2207520000&type=3 ;Sloupcový;M;N;N;N;N;N;N;N;N;N;N;N
331;SPD;15.06.2023;25.11.2023;https://www.facebook.com/photo.php?fbid=827178498765979&set=pb.100044215100797.-2207520000&type=3 ;Sloupcový;N;N;N;N;Y;Y;Y;N;N;N;M;Y
332;SPD;05.01.2023;25.11.2023;https://www.facebook.com/hnutispd/photos/pb.100044215100797.-2207520000/6028373483860113/?type=3 ;Sloupcový;M;N;N;N;N;Y;N;N;N;N;N;N
333;STAN;21.12.2011;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10150538667884328/?type=3 ;Sloupcový;N;N;N;N;N;N;Y;N;N;Y;N;N
334;STAN;26.01.2012;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10150619011324328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
335;STAN;21.10.2014;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10152811187169328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;Y;N;N
336;STAN;22.12.2016;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10154797916014328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
337;STAN;26.01.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10154919329544328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
338;STAN;06.02.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10154952035139328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
339;STAN;06.03.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10155034382634328/?type=3 ;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
340;STAN;10.03.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10155050718499328/?type=3 ;Sloupcový;N;N;N;N;N;N;Y;Y;N;N;N;N
341;STAN;10.04.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10155150788224328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
342;STAN;05.09.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10155631234409328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;Y;N;N;N
343;STAN;11.09.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10155647756254328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
344;STAN;12.09.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10155650419169328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
345;STAN;09.10.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10155726380129328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
346;STAN;13.10.2017;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10155737144464328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
347;STAN;02.09.2018;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10156614373299328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
348;STAN;30.09.2018;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10156681017314328/?type=3 ;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
349;STAN;04.11.2018;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10156763644644328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
350;STAN;06.12.2018;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10156835648889328/?type=3 ;Sloupcový;N;N;N;N;N;N;Y;N;Y;N;N;N
351;STAN;11.12.2018;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10156847762019328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
352;STAN;22.02.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157015763694328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
353;STAN;10.04.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157120637374328/?type=3 ;Sloupcový;N;N;N;N;N;N;Y;N;N;N;N;N
354;STAN;05.05.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157181595619328/?type=3 ;Sloupcový;N;N;N;N;M;N;N;N;N;N;N;N
355;STAN;07.05.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157186176369328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;Y
356;STAN;09.05.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157190602589328/?type=3 ;Sloupcový;N;N;N;Y;N;N;N;N;N;N;N;N
357;STAN;12.05.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157198076934328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
358;STAN;18.05.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157212016439328/?type=3 ;Sloupcový;M;N;N;N;N;Y;N;N;N;N;Y;Y
359;STAN;09.06.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157267847694328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
360;STAN;30.06.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157320224949328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;Y;N;N;N;N
361;STAN;29.07.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157393814814328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
362;STAN;29.10.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157641927489328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
363;STAN;30.10.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157644912239328/?type=3 ;Sloupcový;Y;N;N;N;N;N;Y;N;N;N;Y;N
364;STAN;08.12.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157764542469328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
365;STAN;10.12.2019;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157770620854328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
366;STAN;18.02.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10157986479859328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
367;STAN;08.03.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158044493729328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
368;STAN;29.04.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158255314764328/?type=3 ;Geovizualizace;X;X;X;X;N;X;N;N;Y;N;N;N
369;STAN;13.07.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158518313184328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
370;STAN;20.09.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158716431354328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
371;STAN;22.09.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158722523634328/?type=3 ;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
372;STAN;10.10.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158769703474328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;Y;N;N;N;N
373;STAN;18.10.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158790011329328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
374;STAN;06.11.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158837426589328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
375;STAN;15.11.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158859465299328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
376;STAN;03.12.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158902292519328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
377;STAN;13.12.2020;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10158930279239328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
378;STAN;02.02.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159073801564328/?type=3 ;Sloupcový;N;N;N;N;Y;Y;N;N;N;N;N;N
379;STAN;14.02.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159107829184328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
380;STAN;04.03.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159153607529328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
381;STAN;06.03.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159155721029328/?type=3 ;Koláčový;X;X;X;N;N;X;N;N;N;M;N;N
382;STAN;14.03.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159178274789328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
383;STAN;30.03.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159217828004328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
384;STAN;11.04.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159247489609328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
385;STAN;23.04.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159276918014328/?type=3 ;Sloupcový;N;N;N;N;Y;N;N;N;N;N;N;N
386;STAN;09.05.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159316349979328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
387;STAN;26.05.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159359722129328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
388;STAN;06.06.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159386758154328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
389;STAN;23.06.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159429084269328/?type=3;Liniový;N;N;N;N;N;N;Y;N;N;N;N;N
390;STAN;15.07.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159475349904328/?type=3 ;Sloupcový;Y;N;N;N;N;N;M;N;Y;N;N;N
391;STAN;10.09.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159586279954328/?type=3 ;Liniový;Y;N;N;N;N;Y;N;N;N;N;N;N
392;STAN;28.11.2021;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159738507509328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
393;STAN;29.01.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159851879539328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
394;STAN;17.02.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159888699204328/?type=3 ;Koláčový;X;X;X;M;M;X;Y;N;N;M;N;N
395;STAN;13.03.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159931443069328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
396;STAN;16.03.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159936690624328/?type=3 ;Liniový;Y;N;N;N;N;N;N ;N;Y;N;N;N
397;STAN;17.03.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159939074404328/?type=3 ;Liniový;Y;N;N;N;N;N;Y;N;N;N;N;N
398;STAN;11.04.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10159981361924328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
399;STAN;02.05.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160018708144328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
400;STAN;09.05.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160031333464328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
401;STAN;18.05.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160050018899328/?type=3 ;Sloupcový;N;N;N;N;N;N;Y;N;N;N;N;N
402;STAN;26.05.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160064074864328/?type=3 ;Sloupcový;N;N;N;N;N;N;Y;N;N;N;N;N
403;STAN;09.06.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160091111434328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
404;STAN;17.08.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160203093404328/?type=3 ;Sloupcový;N;N;N;N;N;N;N;N;N;N;M;N
405;STAN;30.08.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160224216444328/?type=3 ;Liniový;N;N;N;N;N;N;N;N;N;N;N;N
406;STAN;12.09.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160252390839328/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
407;STAN;16.09.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160258651079328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;Y;N;N;M
408;STAN;16.09.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160258730399328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;Y;N;N;M
409;STAN;26.09.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160276033359328/?type=3 ;Geovizualizace;X;X;X;X;M;X;N;N;Y;N;N;N
410;STAN;29.09.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160280515664328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
411;STAN;04.10.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160289050844328/?type=3 ;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
412;STAN;09.10.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160298069209328/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
413;STAN;12.10.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160303526849328/?type=3;Sloupcový;N;N;N;N;N;X;N;N;N;N;N;N
414;STAN;02.12.2022;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160507735189328/?type=3 ;Liniový;Y;N;N;N;N;Y;Y;N;N;N;N;N
415;STAN;31.01.2023;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160638867484328/?type=3;Koláčový;X;X;X;N;N;X;N;N;N;N;N;N
416;STAN;09.02.2023;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160656397254328/?type=3;Liniový;N;N;N;N;N;N;N;N;Y;N;N;N
417;STAN;24.02.2023;26.11.2023;https://www.facebook.com/starostove/photos/pb.100064804358132.-2207520000/10160687905169328/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
418;STAN;12.03.2023;26.11.2023;https://www.facebook.com/photo.php?fbid=612923804211093&set=pb.100064804358132.-2207520000&type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
419;STAN;14.04.2023;26.11.2023;https://www.facebook.com/photo.php?fbid=633480922155381&set=pb.100064804358132.-2207520000&type=3;Sloupcový;N;N;N;N;N;N;N;Y;N;N;N;N
420;STAN;27.04.2023;26.11.2023;https://www.facebook.com/photo.php?fbid=641491751354298&set=pb.100064804358132.-2207520000&type=3;Sloupcový;N;N;N;N;N;N;N;N;Y;N;N;N
421;STAN;03.05.2023;26.11.2023;https://www.facebook.com/photo.php?fbid=645349847635155&set=pb.100064804358132.-2207520000&type=3;Geovizualizace;X;X;X;X;N;X;N;N;Y;N;N;N
422;STAN;23.05.2023;26.11.2023;https://www.facebook.com/photo.php?fbid=658015473035259&set=pb.100064804358132.-2207520000&type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
423;STAN;29.05.2023;26.11.2023;https://www.facebook.com/photo.php?fbid=661855272651279&set=pb.100064804358132.-2207520000&type=3;Liniový;Y;N;N;N;N;Y;N;N;N;N;N;N
424;Piráti;16.01.2012;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10150486003859039/?type=3;Liniový;N;N;N;N;N;N;Y;Y;Y;N;N;N
425;Piráti;02.10.2012;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151188604454039/?type=3 ;Sloupcový;N;N;N;N;N;N;M;Y;N;N;N;N
426;Piráti;02.12.2012;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151270730099039/?type=3;Liniový;N;N;N;N;N;N;Y;Y;N;N;N;N
427;Piráti;13.07.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151657772949039/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;Y;N;N
428;Piráti;26.08.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151752334559039/?type=3;Sloupcový;N;N;N;N;N;Y;N;Y;M;N;N;N
429;Piráti;03.10.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151827270844039/?type=3;Sloupcový;N;N;N;N;N;N;Y;N;N;N;N;N
430;Piráti;04.10.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151828284814039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
431;Piráti;15.10.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151849774844039/?type=3;Sloupcový;N;N;N;N;N;N;Y;N;N;N;N;N
432;Piráti;17.10.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151853587524039/?type=3;Sloupcový;N;N;N;N;N;N;Y;N;N;N;N;N
433;Piráti;18.10.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151856355139039/?type=3;Sloupcový;N;N;N;N;N;Y;N;M;Y;N;N;N
434;Piráti;25.10.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151870860399039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
435;Piráti;26.10.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151872146354039/?type=3;Liniový;N;N;N;N;N;N;Y;N;N;N;N;N
436;Piráti;28.10.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151877575494039/?type=3;Sloupcový;N;N;N;N;N;N;Y;N;N;N;N;N
437;Piráti;13.12.2013;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10151986236349039/?type=3;Koláčový;X;X;X;Y;N;X;Y;N;N;N;Y;Y
438;Piráti;22.01.2014;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10152064831734039/?type=3;Sloupcový;N;Y;N;N;N;Y;Y;N;N;N;Y;Y
439;Piráti;05.04.2014;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10152204006579039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;N;Y;N;N
440;Piráti;16.05.2014;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10152286287279039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;M
441;Piráti;12.10.2014;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10152624156839039/?type=3;Sloupcový;N;N;N;N;N;N;Y;N;N;N;N;N
442;Piráti;25.09.2016;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10154179107184039/?type=3;Geovizualizace;X;X;X;X;N;X;N;N;N;N;N;M
443;Piráti;31.10.2016;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10154286101734039/?type=3;Jiný;N;N;N;N;N;N;N;N;N;N;Y;M
444;Piráti;06.02.2017;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10154579635374039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;Y;N;N;N
445;Piráti;10.09.2017;26.11.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155204117779039/?type=3 ;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
446;Piráti;19.09.2017;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155225895149039/?type=3;Sloupcový;M;Y;N;N;N;Y;Y;M;M;Y;N;Y
